Nom,Link,Pagina,Imatge,Dificultat,Temps,Dieta,Ingredients,Preparacio,Tags
Aguachile de sorell i síndria,https://www.3cat.cat/tv3/cuines/recepta/aguachile-de-sorell-i-sindria/44256/,7,https://img.3cat.cat/multimedia/jpg/1/3/1725616932031_326.jpg,Baixa,Menys de 30 minuts,,"['800 g de sorells600 g de síndria2 cogombres mini2 llimes1 ceba morada1 alvocat1 xili frescCoriandre frescOli OVEPebre negreSal', '800 g de sorells', '600 g de síndria', '2 cogombres mini', '2 llimes', '1 ceba morada', '1 alvocat', '1 xili fresc', 'Coriandre fresc', 'Oli OVE', 'Pebre negre', 'Sal']","[""Comencem per fer un bany de sal als sorells que, un cop nets, pesaran uns 400 g. Aboquem a un got batedor 500 ml d'aigua i 5 g de sal. Ho turbinem.\xa0"", ""Un cop descongelats i netejats els sorells, els tallem a daus i els posarem en un bol junt amb la barreja d'aigua i sal durant 10 minuts.\xa0"", 'Tallem a juliana fina una ceba morada i la reservem. Tallem 2 cogombres petits conservant-ne la pell a rodelles i els reservem. \xa0', 'Tallem a trossos grans 600 g de síndria sense pell ni llavors i els posem en un vas americà. De síndria en reservem 100 g per al final. \xa0\xa0', ""Al vas americà hi espremem 2 llimes, hi posem la meitat d'un xili fresc sense llavors i un pessic de sal. Ho triturem.\xa0"", 'Colarem el contingut del vas americà en un bol fred de nevera i ho reservem.\xa0', 'Pelem i tallem a daus un alvocat que afegim al bol. També hi afegim la ceba i els cogombrets. \xa0', ""Escorrem el sorell i també l'afegim al bol. \xa0"", ""Per últim, tallem a rodelles el mig xili que no hem fet servir i l'afegim per sobre l'aguachile, junt amb unes fulles de coriandre i els trossets de síndria reservats.\xa0""]","['Peix', 'Cogombre', 'Síndria', 'Llima', 'Coriandre', 'Ceba', 'Alvocat']"
Pastisset de poma amb melmelada,https://www.3cat.cat/tv3/cuines/recepta/pastisset-de-poma-amb-melmelada/43978/,7,https://img.3cat.cat/multimedia/jpg/4/0/1720427272904_326.jpg,Baixa,Menys de 30 minuts,,"['Per a 2 persones:1/2 pasta de full1 poma golden2 cullerades de melmelada de préssecSucre1 ouCanyella en pols', 'Per a 2 persones:', '1/2 pasta de full', '1 poma golden', '2 cullerades de melmelada de préssec', 'Sucre', '1 ou', 'Canyella en pols']","['Tallem pel mig una poma golden i la pelem.\xa0\xa0', 'Laminem la poma amb la mandolina o la tallem amb el ganivet, ben fina.\xa0\xa0', ""Tallem pel mig 1/2 full d'una pasta de full.\xa0\xa0"", 'Cobrim la meitat de la pasta de full amb la poma laminada, encavalcant cada tall amb el tall anterior. Ho empolsimem amb canyella en pols.\xa0\xa0', ""Pintem l'altre full amb unes quantes cullerades de melmelada de préssec.\xa0\xa0"", 'Tapem el full de la poma amb el full de la melmelada.\xa0\xa0', 'Tanquem el perímetre amb una forquilla.\xa0', ""Batem un ou en una tassa i pintem el pastís amb l'ou batut.\xa0\xa0"", ""Deixem el pastís a sobre d'una safata de forn. Empolsimem el pastís amb sucre. Fiquem el pastís al forn, 20 minuts, a 200 ºC.\xa0"", ""Deixem que el pastís es refredi i l'emplatem.\xa0""]","['Ous', 'Pomes', 'Canyella', 'Sucre']"
Broquetes de pollastre,https://www.3cat.cat/tv3/cuines/recepta/broquetes-de-pollastre/43977/,7,https://img.3cat.cat/multimedia/jpg/1/3/1720426789531_326.jpg,,Menys de 30 minuts,,"[""Per a 1 persona180 g contracuixa de pollastre desossada2 taronges1 escalunya1 gra d'allMelMostassa de DijonJulivertOli OVEPebre negreSal"", 'Per a 1 persona', '180 g contracuixa de pollastre desossada', '2 taronges', '1 escalunya', ""1 gra d'all"", 'Mel', 'Mostassa de Dijon', 'Julivert', 'Oli OVE', 'Pebre negre', 'Sal']","['Tallem a daus petits una contracuixa de pollastre.\xa0', 'Clavem els daus de pollastre en tres\xa0broquetes.\xa0', 'Salpebrem les broquetes.\xa0', ""En un bol, ratllem un gra d'all i mitja ceba.\xa0"", 'Espremem al bol el suc de mitja taronja.\xa0', 'Piquem unes fulles de julivert i les afegim al bol.\xa0', ""Hi afegim un raig d'oli OVE.\xa0"", 'Ho integrem bé.\xa0\xa0', 'Amb un pinzell, pintem el pollastre amb el marinat que hi ha al bol.\xa0', 'Posem una planxa a escalfar i, quan estigui ben calenta, hi marquem les broquetes de pollastre per totes les cares.\xa0\xa0', ""En 2 minuts, aproximadament, haurien d'estar cuites.\xa0"", ""Mentrestant, podem acabar de fer la salsa amb el suc de l'altra 1/2 taronja, que espremem i deixem en un bol.\xa0"", 'Afegim una cullerada de mel de mil flors i una culleradeta de mostassa de Dijon. Remenem la salsa amb una vareta manual petita.\xa0', 'Emplatem les broquetes i les presentem amb la salsa.\xa0', 'Ho acabem amb una mica de ratlladura de pell de taronja.\xa0']","['All', 'Taronja', 'Pollastre', 'Julivert', 'Pebre negre', 'Ceba', ""Oli de d'oliva""]"
Pasta amb conill,https://www.3cat.cat/tv3/cuines/recepta/pasta-amb-conill/44160/,7,https://img.3cat.cat/multimedia/jpg/8/1/1722327353918_326.jpg,Baixa,Menys d'una hora,,"[""1 conill petit ja net80 g de cigrons1 ceba de Figueres1 pebrot verd italià2 tomacons200 g gurullos5 avellanes torrades2 grans d'all1 nyoraFarigolaLlorerBrins de safràJulivertPebreSalOli"", '1 conill petit ja net', '80 g de cigrons', '1 ceba de Figueres', '1 pebrot verd italià', '2 tomacons', '200 g gurullos', '5 avellanes torrades', ""2 grans d'all"", '1 nyora', 'Farigola', 'Llorer', 'Brins de safrà', 'Julivert', 'Pebre', 'Sal', 'Oli']","[""Comencem preparant els cigrons. Hem d'hidratar 80 g de cigrons (pes en cru) i un cop els tinguem hidrats els pelem."", 'Posem un\xa0pot al foc amb aigua i també posem una cassola a escalfar.', ""Comencem a preparar el conill, un conill petit tallat a bocins. El salpebrem i l'afegim a la cassola, juntament amb un raig d'oli, dos grans d'all, que haurem aixafat abans, farigola i una nyora, que maltallem."", ""Deixem que s'enrosseixi amb la cassola mig tapada."", 'Mentrestant tallem a daus una ceba de Figueres ja pelada i un pebrot verd italià net.', 'Retirem de la cassola el conill, la nyora i els alls enrossits i descartem la farigola, que ja ha fet la seva funció. Ho reservem.', ""Afegim a la cassola la ceba i el pebrot tallats i hi afegim una mica d'oli si cal. Ho enrossim tot durant vuit minuts."", 'Mentrestant fem una picada. Posem al morter la nyora enrossida, uns brins de safrà i uns alls enrossits que pelem. Quan ho tinguem tot dins el morter, ho piquem.', 'Quan hagin passat els vuit minuts, afegim a la cassola el conill que hem reservat, la picada, dos tomacons ja nets que ratllem directament a la cassola, sal i pebre. Ho integrem i ho coem durant dos minuts.', 'Ho coem tot amb els cigrons pelats, aigua calenta fins a cobrir-ho tot i llorer, i deixem que es cogui mig tapat durant deu minuts.', 'Ho destapem, afegim a la cassola 200 g de gurullos i els coem durant set minuts.', 'Mentrestant, posem al morter cinc avellanes torrades i les esmicolem fins a fer-ne farina. Ho afegim a la cassola i ho integrem.', 'Tallem julivert menut.', 'Quan hagin passat set minuts ho emplatem i a cada ració hi afegim el julivert tallat.']","['Pasta', 'Tomàquets', 'All', 'Cigró', 'Conill', 'Julivert', 'Farigola', 'Llorer', 'Safrà', 'Pebre negre', 'Ceba', 'Avellanes', 'Pebrot verd', 'Nyores']"
Tomàquet farcit d'amanida,https://www.3cat.cat/tv3/cuines/recepta/tomaquet-farcit-damanida/43937/,7,https://img.3cat.cat/multimedia/jpg/9/1/1720005282619_326.jpg,Baixa,Menys de 30 minuts,,"['INGREDIENTS PER A 1 PERSONA1 tomàquet cor de bou50 g formatge fresc de cabra15 ml oli OVE10 g panses10 g olives sense pinyol7 ml vinagre de Mòdena5 g tàperes5 g pinyons torrats2 anxovesAlfàbrega frescaOrenga frescaPebre negreSal', 'INGREDIENTS PER A 1 PERSONA', '1 tomàquet cor de bou', '50 g formatge fresc de cabra', '15 ml oli OVE', '10 g panses', '10 g olives sense pinyol', '7 ml vinagre de Mòdena', '5 g tàperes', '5 g pinyons torrats', '2 anxoves', 'Alfàbrega fresca', 'Orenga fresca', 'Pebre negre', 'Sal']","[""Agafem un tomàquet cor de bou, el tallem per la part superior i, amb l'ajuda d'una cullera, el buidem. Guardem la part superior per a l'emplatat.\xa0"", 'Comencem el farcit tallant a trossos la carn que hem tret del tomàquet. La reservem en un bol.\xa0', ""Tallem a trossos 50 g de formatge de cabra i l'afegim al bol.\xa0"", ""A continuació, piquem menut 2 lloms d'anxoves i els passem al bol.\xa0"", ""Agafem i maltallem un grapat d'olives sense pinyol. Les afegim al bol, amb unes panses i uns pinyons torrats.\xa0"", 'Acabem el farcit amb una cullerada de tàperes que, si voleu, podeu maltallar.\xa0', 'Salem i pebrem el farcit i ho barregem bé amb una cullera.\xa0', 'Farcim el tomàquet i el reservem un moment.\xa0', ""Fem una vinagreta posant en un pot de vidre 2 parts d'oli d'oliva i 1 de vinagre de Mòdena. Hi afegim un polsim de sal. Acabem la vinagreta maltallant unes fulles d'alfàbrega fresca i unes fulles d'orenga fresca. Tapem el pot, sacsegem i ja tenim la vinagreta a punt.\xa0"", 'En el moment de servir, posem una mica de vinagreta per damunt del farcit i presentem el tomàquet tapant-lo amb la part superior tallada.\xa0\xa0']","['Tomàquets', 'Anxoves', 'Formatge']"
''Ensaladilla'' de Salamanca,https://www.3cat.cat/tv3/cuines/recepta/ensaladilla-de-salamanca/44017/,7,https://img.3cat.cat/multimedia/jpg/2/9/1720682824292_326.jpg,Baixa,,,"['2 cotnes de blat50 g maionesa50 g pastanaga30 g pèsols40 g ventresca bonítol3 bitxos2 tomàquets secs en oliTabasc', '2 cotnes de blat', '50 g maionesa', '50 g pastanaga', '30 g pèsols', '40 g ventresca bonítol', '3 bitxos', '2 tomàquets secs en oli', 'Tabasc', '']","['Comencem pelant i tallant a dauets 50 g de pastanaga.', ""Posem dins un drap la pastanaga a dauets i 30 g de pèsols congelats. Els tanquem fent un farcell que mullem bé amb aigua \xa0i el posem dins d'un bol."", 'Posem al microones el bol amb el farcell i ho coem durant dos minuts i mig a 800 W.', 'Tallem 2 tomàquets secs en oli i 3 bitxos i ho reservem en un nou bol.', ""Agafem 40 g de ventresca de bonítol i l'afegim al bol."", ""Passats els 2 minuts i mig traiem el bol del microones i descartem l'aigua de la cocció, si n'ha quedat. Els pèsols i la pastanaga cuits els afegim al bol amb la resta d'ingredients i els integrem."", 'Ho amanim amb 50 g de maionesa i unes gotes de tabasc.', ""Acabem emplatant-ho, fent servir com a base 2 cotnes de blat. Cada una la farcim amb l'ensaladilla i un tall de ventresca.""]","['Tomàquets', 'Pastanagues', 'Pèsols', 'Tabasco', 'Bonítol']"
Marinats per a carn vermella,https://www.3cat.cat/tv3/cuines/recepta/marinats-per-a-carn-vermella/44057/,7,https://img.3cat.cat/multimedia/jpg/3/6/1721201163163_326.jpg,Baixa,Menys de 30 minuts,,"[""Marinat per a carn vermella duraPasta de nyoraSucreGra d'allSalOliAiguaMarinat per a carn tova tipus filet1 taronjaMostassa de DijonMostassa antigaMelOliMarinat per a daus de vedella1 gingebre1 llimona1 cúrcuma"", 'Marinat per a carn vermella dura', 'Pasta de nyora', 'Sucre', ""Gra d'all"", 'Sal', 'Oli', 'Aigua', '', 'Marinat per a carn tova tipus filet', '1 taronja', 'Mostassa de Dijon', 'Mostassa antiga', 'Mel', 'Oli', '', 'Marinat per a daus de vedella', '1 gingebre', '1 llimona', '1 cúrcuma']","['Comencem el primer marinat. Posem en un pot una cullerada de pasta de nyora, dues\xa0cullerades de sucre i dues\xa0de sal.', ""Pelem un gra d'all i el ratllem directament al pot amb un ratllador fi."", ""Finalment, hi afegim els líquids, en aquest cas una\xa0cullerada d'oli i dues cullerades d'aigua. Ho barregem amb una vareta manual petita. Aquest marinat és per a trossos de carn per fer-ne bistec i la carn hi haurà d'estar durant 8 hores."", 'Comencem el segon marinat posant en un pot una cullerada de mostassa de Dijon, una de mostassa antiga i una cullerada de mel.', ""Tallem per la meitat una taronja, n'espremem una meitat i afegim el suc al pot."", ""Ho acabem amb una mica més de líquids, en concret una cullerada d'oli, i ho barregem bé amb una vareta. Aquest marinat el farem servir per a carn filetejada i l'hi hem de deixar durant 2 hores."", ""I preparem el tercer marinat. Pelem la meitat d'un dit de gingebre i el ratllem al pot i posteriorment hi ratllem també cúrcuma."", 'Agafem unes fulles de coriandre, ho piquem i ho afegim al pot.', ""Tallem per la meitat una llimona, n'espremem una meitat, i aboquem el suc al pot. Quan tinguem tots els ingredients al pot, ho barregem amb vareta manual."", 'Un cop tinguem el marinat, el farem servir per a daus de vedella per fer broquetes, i els hi deixarem marinar durant 4 hores.']","['Taronja', 'Llimona', 'Cúrcuma', 'Gingebre', 'Sucre', 'Nyores']"
Truita de botifarra amb suc,https://www.3cat.cat/tv3/cuines/recepta/truita-de-botifarra-amb-suc/44058/,7,https://img.3cat.cat/multimedia/jpg/4/2/1721204869424_326.jpg,Baixa,Menys d'una hora,,"[""350 g de patata Monalisa6 ous1 botifarra de perol130 g ceba enrossida4 tomacons2 grans d'allSafrà200 ml glaça de porc40 g nousJulivertOli"", '350 g de patata Monalisa', '6 ous', '1 botifarra de perol', '130 g ceba enrossida', '4 tomacons', ""2 grans d'all"", 'Safrà', '200 ml glaça de porc', '40 g nous', 'Julivert', 'Oli']","[""Comencem preparant el suc. Deixem una cassola al foc i, mentre es va escalfant, pelem i tallem un gra d'all. Quan ho tinguem, afegim l'all a la cassola amb una mica d'oli i el fem ballar."", ""Quan l'all comença a ballar, afegim 130 g de ceba enrossida i deixem que cogui durant uns minuts."", 'Mentrestant, afegim a un altre pot 200 ml de glaça de porc que escalfem a foc molt baix.', 'Seguim fent el suc. Ratllem 4 tomacons ja nets i els afegim a la cassola. Deixem que cogui durant 5 minuts.', ""Un cop tinguem escalfada la glaça, l'afegim a la cassola i ho coem tot durant 10 minuts."", ""Mentre s'acaba de fer el suc, fem una picada. Afegim a un morter un gra d'all pelat, 40 g de nous, un pessic de safrà i unes fulles de julivert."", 'Afegim la picada a la cassola, la integrem i ho reservem.', 'Escalfem una altra paella i hi afegim oli.', 'Mentre es va escalfant la paella, pelem i escapcem a trossos petits 350 g de patates Monalisa. Quan en tinguem els trossos, els afegim a la paella amb oli i ho fregim a foc baix.', ""Traiem la pell de la botifarra de perol i esmicolem la carn i l'afegim a una altra paella amb una mica d'oli i la saltem."", 'Mentre es va fent la botifarra, trenquem sis ous i el batem en un bol.', 'Afegim al bol dels ous, la botifarra saltada, la patata fregida i sal, i ho integrem.', 'Posem la paella al foc i fem la truita, la coem per les dues bandes.', ""Un cop feta, l'emplatem i, per sobre, hi posem el suc.""]","['Ous', 'Tomàquets', 'All', 'Patates', 'Julivert', 'Safrà', 'Ceba', 'Nous']"
Copa de figues i formatge,https://www.3cat.cat/tv3/cuines/recepta/copa-de-figues-i-formatge/43996/,7,https://img.3cat.cat/multimedia/jpg/6/6/1720515704366_326.jpg,Baixa,Menys de 30 minuts,Vegetariana,"[""INGREDIENTS PER A 1 PERSONA:100 g figues100 g formatge d'untar30 g formatge rul·lo de cabra20 g sucre15 ml aiguaCanyella en pols"", 'INGREDIENTS PER A 1 PERSONA:', '100 g figues', ""100 g formatge d'untar"", '30 g formatge rul·lo de cabra', '20 g sucre', '15 ml aigua', 'Canyella en pols']","[""Tallem a daus 3 figues. Les posem en un pot juntament amb 20 g de sucre i 15 ml d'aigua. Les courem 5 minuts a foc mitjà alt removent perquè no s'enganxin.\xa0 Si cal, sempre s'hi pot afegir una mica més d'aigua. Un cop cuites, les aixafarem amb una forquilla.\xa0"", ""Tallem 30 g de formatge rul·lo de cabra, en descartem la pela i l'esmicolem. El posarem en un bol juntament amb 100 g de formatge d'untar i els barregem bé.\xa0"", 'Posem en una copa una cullerada de la melmelada de figues, una de la barreja de formatges i ho repetim. Finalment, hi posem canyella en pols per sobre. Ja es pot servir.\xa0']","['Figues', 'Formatge', 'Canyella', 'Sucre']"
Lluç a la romana,https://www.3cat.cat/tv3/cuines/recepta/lluc-a-la-romana/43756/,9,https://img.3cat.cat/multimedia/jpg/9/7/1718085839879_326.jpg,Baixa,Menys de 30 minuts,,"['Per a una persona170 g lluç1 llima2 ousFarinaSalOli OVEPebre blancGingebre en polsOrengaFonollJulivert', 'Per a una persona', '170 g lluç', '1 llima', '2 ous', 'Farina', 'Sal', 'Oli OVE', 'Pebre blanc', 'Gingebre en pols', 'Orenga', 'Fonoll', 'Julivert']","['Comencem fent la maionesa cítrica. Trenquem un ou al got batedor i hi afegim la ratlladura de mitja llima, el suc de la mitja\xa0llima, sal, pebre blanc, mitja culleradeta de gingebre en pols i oli OVE fins a cobrir-ho.\xa0\xa0', 'Ho emulsionem amb el braç elèctric. \xa0', 'Tallem amb el ganivet una barreja de fulles aromàtiques fresques: julivert, fonoll\xa0i orenga. Afegim les fulles al bol de la maionesa i ho integrem.\xa0\xa0', 'Posem una paella amb oli abundant a escalfar. És on fregirem el lluç.\xa0', 'Trenquem un ou en un bol i el muntem una estona llarga amb les varetes elèctriques.\xa0\xa0', 'Tallem 170 g de lluç en forma de dits i ho salpebrem.\xa0', ""Enfarinem el lluç en un plat i d'allà el passem per l'ou.\xa0\xa0"", 'Posem el lluç a fregir en tongades.\xa0\xa0', 'Un cop fregit, posem el lluç sobre un paper absorbent i, després de pocs minuts, el portem a un plat sense paper.\xa0', ""Espolsem la ratlladura de l'altra mitja llima sobre el lluç fregit\xa0"", 'Emplatem el lluç amb un bol amb la maionesa de cítrics.\xa0']","['Ous', 'Fonoll', 'Llima', 'Lluç', 'Farina', 'Julivert', 'Gingebre', 'Orenga', 'Pebre blanc']"
Crep bretona,https://www.3cat.cat/tv3/cuines/recepta/crep-bretona/43518/,9,https://img.3cat.cat/multimedia/jpg/2/5/1716808164052_326.jpg,Baixa,Menys d'una hora,,"['Pels creps500 ml aigua200 g farina de fajol50 g farina de blat1 ou1 cullerada mantega1 pessic de salPel farcit100 g formatge gruyère50 g botifarra de llengua50 g botifarra de donja40 g barreja de fruites seques4 ousLletsó', 'Pels creps', '500 ml aigua', '200 g farina de fajol', '50 g farina de blat', '1 ou', '1 cullerada mantega', '1 pessic de sal', 'Pel farcit', '100 g formatge gruyère', '50 g botifarra de llengua', '50 g botifarra de donja', '40 g barreja de fruites seques', '4 ous', 'Lletsó']","[""Comencem fent la massa de les creps. Afegim a un got batedor prou gran i ample 200 g farina de blat cairat o farina de fajol, 50 g de farina de blat, 1 ou, 1 cullerada de mantega textura pomada, 1 pessic de sal i mig\xa0litre d'aigua. Ho turbinem bé fins que obtinguem una massa ben fina.\xa0"", ""Tapem el got amb un plat i ho deixem reposar un mínim d'una hora a la nevera.\xa0"", ""Passat aquest temps, traiem la massa de la nevera i la barregem una mica amb les varetes manuals. Hem de comprovar la textura de la massa. Ha de tenir una textura de salsa; si estigués massa espessa, podem afegir-hi un rajolí d'aigua i barrejar-ho de nou.\xa0"", ""Desfem en una paella plana una nou de mantega. Un cop fosa i amb la paella força calenta, hi tirem un cullerot de massa de crep. L'escampem bé perquè es distribueixi de manera equitativa, però que quedi ben fina.\xa0\xa0"", ""Deixem que es cogui per una cara i la\xa0girem\xa0perquè es cogui per l'altra.\xa0"", 'Un cop feta, reservem la crep en un plat embolicat amb un drap de cotó. Si cal, podem fer les altres creps.\xa0', 'Tallem amb ganivet un grapat generós de barreja de fruits secs i ho reservem en un bol.\xa0', ""Agafem una de les creps fetes i la posem a la crepera calenta. Hi posem unes llesques de formatge gruyère o semblant tallat ben fi. Hi posem unes llesques de bull de llengua i botifarra de donja i un ou. Hi posem un pessic de sal. Deixem que la clara de l'ou es vagi fent i tanquem la crep en quadrat. Afegim a la crep unes fulles netes de lletsó o alguna altra fulla de marge.\xa0"", 'Ho acabem amb la picada de fruites seques.\xa0']","['Ous', 'Porc', 'Farina']"
Rotllets de festucs,https://www.3cat.cat/tv3/cuines/recepta/rotllets-de-festucs/43778/,9,https://img.3cat.cat/multimedia/jpg/2/4/1718177449742_326.jpg,Baixa,Menys d'una hora,,"['1 làmina de pasta de full75 g sucre llustre70 g festucs naturals i pelats1 llima', '1 làmina de pasta de full', '75 g sucre llustre', '70 g festucs naturals i pelats', '1 llima']","['Comencem triturant 70 g de festucs. Els triturem fi, però que quedin trossets.', 'Un cop ho tinguem, en reservem dues cullerades per emplatar. La resta la posarem dins de la pasta de full.', ""Estenem a la fusta 1 làmina de pasta de full. La tallem per la meitat i en reservem una. L'altra la fem servir per a la recepta. Farcim la pasta de full amb festucs triturats. I emboliquem la pasta de full al llarg."", 'Tallem el cilindre farcit en 6 trossos, agafem una safata per al forn i hi posem un paper de forn arrugat prèviament i hi distribuïm els rotllets.', 'Ho enfornem durant 30 minuts a 200º.', ""Abans que surtin els rotllets del forn, fem glacejat de llima. Posem en un bol 75 g de sucre de llustre, una mica de pell de llima i un bon raig de suc de llima. Ho barregem bé fins a aconseguir una textura semblant a la d'un iogurt bevible."", 'Traiem del forn els rotllets un cop hagin passat els 30 minuts,\xa0els cobrim amb el glacejat de llima i ho enfornem durant un minut més.', 'Passat el minut, traiem la safata del forn i traslladem els rotllets a una altra safata, on posarem a sobre festucs triturats.']","['Llima', 'Sucre', 'Festucs']"
Peixet fregit,https://www.3cat.cat/tv3/cuines/recepta/peixet-fregit/43897/,9,https://img.3cat.cat/multimedia/jpg/0/4/1719392009040_326.jpg,Baixa,Menys de 30 minuts,,"['INGREDIENTS PER A 1 PERSONA150 g rajada1 tomàquet pebrot1 ceba tendraMig pebrot verdFarinaVinagre de viOli OVEPebre negreSal', 'INGREDIENTS PER A 1 PERSONA', '150 g rajada', '1 tomàquet pebrot', '1 ceba tendra', 'Mig pebrot verd', 'Farina', 'Vinagre de vi', 'Oli OVE', 'Pebre negre', 'Sal']","['Tallem a trossos una ceba tendra, la posem en un bol i la salem. Deixem que suï uns minuts.\xa0', ""Escalfem un dit d'oli oli en una paella.\xa0"", 'Traiem les llavors i tallem a daus mig\xa0pebrot verd. Fem el mateix amb un tomàquet tipus pebrot. Els reservem un moment a la fusta.\xa0', ""Agafem el bol amb la ceba, hi afegim aigua i l'escorrem a la pica.\xa0"", ""En un bol més gran hi posem la ceba escorreguda, el tomàquet i el pebrot. Ho amanim amb un raig d'oli, unes gotes de vinagre i una mica de pebre negre molt.\xa0"", 'Salem i enfarinem 150 g de rajada sense pell.\xa0\xa0', ""Quan l'oli està calent, fregim la rajada. Un cop fregida, la reservem un moment en un plat amb paper absorbent per retirar l'excés d'oli.\xa0"", ""Emplatem posant en una banda l'amanida, la rajada fregida i acabem el plat amb unes gotes de suc de llimona. I ja ho tenim a punt per menjar.\xa0"", '\xa0']",
Sopa de bolets i fruits secs,https://www.3cat.cat/tv3/cuines/recepta/sopa-de-bolets-i-fruits-secs/43857/,9,https://img.3cat.cat/multimedia/jpg/6/0/1718785892106_326.jpg,Baixa,Menys de 10 minuts,,"['80 g de xiitakes frescos', '300 ml de brou pollastre', '20 g de molla de pa blanc', 'Barreja de fruita seca', 'Vi ranci', 'Pebre', 'Farigola', 'Sal', 'Oli', '']",[],"['Fruita seca', 'Farigola', 'Pebre negre', 'Xiitake']"
Ensaladilla de llagostins,https://www.3cat.cat/tv3/cuines/recepta/ensaladilla-de-llagostins/43898/,9,https://img.3cat.cat/multimedia/jpg/1/4/1719392205141_326.jpg,Baixa,Menys de 30 minuts,,"['INGREDIENTS PER A 1 PERSONA:6 llagostins1/2 cabdell1/2 pastanagaMostassa antigaMaionesaGingebre frescLlimonaCibuletOli OVE', 'INGREDIENTS PER A 1 PERSONA:', '6 llagostins', '1/2 cabdell', '1/2 pastanaga', 'Mostassa antiga', 'Maionesa', 'Gingebre fresc', 'Llimona', 'Cibulet', 'Oli OVE']","['Escalfem oli en una paella i a foc fort hi saltem 6 cues de llagostins pelades durant 10 segons. Ho reservem.\xa0', 'Aboquem a la mateixa paella els caps dels llagostins, els saltem 20 segons i hi espremem unes gotes de suc de llimona. Després aixafem els caps amb una ma de morter a la mateixa paella. Per últim, ho colem al bol on hi tenim les cues i el suc dels caps.\xa0', ""Ratllem al mateix bol gingebre fresc pelat. També hi afegim una cullerada d'oli d'oliva i ho integrem tot.\xa0"", 'Tallem a juliana mig cabdell i també mitja pastanaga. Després hi afegim 1 cullerada de mostassa antiga i una cullerada de maionesa. Ho barregem tot.\xa0', 'Piquem cibulet.\xa0', ""Per acabar, posem una base d'ensaladilla en un plat, els llagostins per sobre, el suc de la marinada i per últim el cibulet picat.\xa0""]","['Enciams', 'Pastanagues', 'Llimona', 'Llagostí', 'Gingebre']"
Tiramisú de nous,https://www.3cat.cat/tv3/cuines/recepta/tiramisu-de-nous/43981/,9,https://img.3cat.cat/multimedia/jpg/0/5/1720435379450_326.jpg,Mitjana,Menys d'una hora,Vegetariana,"['INGREDIENTS PER A 4 PERSONES:270 g de mascarpone200 g de sucre120 g de farina130 ml de cafè100 ml de beguda de nous4 ousLicor de cafèCacau en polsNous pelades', 'INGREDIENTS PER A 4 PERSONES:', '270 g de mascarpone', '200 g de sucre', '120 g de farina', '130 ml de cafè', '100 ml de beguda de nous', '4 ous', 'Licor de cafè', 'Cacau en pols', 'Nous pelades']","['Separem clares i rovells de 4 ous. En el bol de les clares hi anirem afegint 100 g de sucre mentre les muntem a punt de neu. En el bol dels rovells hi afegim 20 g de sucre mentre les blanquegem amb varetes elèctriques.\xa0', 'Afegim de mica en mica els rovells blanquejats al bol de les clares a punt de neu amb moviments embolcallants.\xa0', 'Afegim a la barreja 120 g de farina amb un tamisador.\xa0', 'També hi afegim 30 ml de cafè fet.\xa0\xa0', ""Posem la barreja a una mànega i l'anirem posant en forma de rectangle en un paper de forn que tenim en una safata. Ho enfornarem 15 minuts a 170º.\xa0"", 'En un bol hi posem 100 ml de beguda de nous, 270 g de mascarpone i 80 g de sucre. Ho muntem amb les varetes elèctriques durant 3 minuts.\xa0', 'Maltallem un grapat de nous pelades.\xa0', 'Tallem el pessic temperat en rectangles segons el motlle on posareu el tiramisú. Posem al motlle la base del pessic.\xa0', 'En una gerreta hi barregem 100 ml de cafè fet amb unes gotes de licor de cafè. Xopem el pessic que ja és a la base del motlle amb el líquid.\xa0', ""\xa0Al damunt hi afegim la crema de mascarpone, després les nous, una mica de cacau en pols i l'altre tros de pessic. Xoparem aquesta última capa amb més líquid de cafè i licor i repetim una nova capa de mascarpone, nous i cacau.\xa0"", 'Ja podem emplatar una ració.']","['Farina de blat', 'Formatge', 'Sucre', 'Nous']"
